"Tablepotatoes.code";"Tablepotatoes.name";"Tablepotatoes.mean";"Gherkin.code";"Gherkin.name";"Gherkin.mean";"Aspargus.code";"Aspargus.name";"Aspargus.mean";"Cauliflower.code";"Cauliflower.name";"Cauliflower.mean";"Broccoli.code";"Broccoli.name";"Broccoli.mean";"Kale.code";"Kale.name";"Kale.mean";"Carrot.code";"Carrot.name";"Carrot.mean";"Whitecabbage.code";"Whitecabbage.name";"Whitecabbage.mean";"Celeriac.code";"Celeriac.name";"Celeriac.mean";"Onions.code";"Onions.name";"Onions.mean";"Parsnip.code";"Parsnip.name";"Parsnip.mean";"Rootparsley.code";"Rootparsley.name";"Rootparsley.mean";"Leek.code";"Leek.name";"Leek.mean";"Beet.code";"Beet.name";"Beet.mean";"Redcabbage.code";"Redcabbage.name";"Redcabbage.mean";"Lettuce.code";"Lettuce.name";"Lettuce.mean";"Savoycabbage.pointedcabbage.code";"Savoycabbage.pointedcabbage.name";"Savoycabbage.pointedcabbage.mean";"Spinach.code";"Spinach.name";"Spinach.mean";"Sweetcorn.code";"Sweetcorn.name";"Sweetcorn.mean";"Peas.code";"Peas.name";"Peas.mean";"Jerusalemartichoke.code";"Jerusalemartichoke.name";"Jerusalemartichoke.mean";"Leafparsley.code";"Leafparsley.name";"Leafparsley.mean";"Pumpkin.code";"Pumpkin.name";"Pumpkin.mean";"Rhubarb.code";"Rhubarb.name";"Rhubarb.mean";"Strawberry.code";"Strawberry.name";"Strawberry.mean";"Blackcurrant.code";"Blackcurrant.name";"Blackcurrant.mean";"Redcurrant.code";"Redcurrant.name";"Redcurrant.mean";"Gooseberry.code";"Gooseberry.name";"Gooseberry.mean";"Raspberry.code";"Raspberry.name";"Raspberry.mean";"Blueberry.code";"Blueberry.name";"Blueberry.mean";"Sourcherry.code";"Sourcherry.name";"Sourcherry.mean";"Plum.code";"Plum.name";"Plum.mean";"Sweetcherry.code";"Sweetcherry.name";"Sweetcherry.mean";"Elder.code";"Elder.name";"Elder.mean";"Hazel.code";"Hazel.name";"Hazel.mean";"Apple.code";"Apple.name";"Apple.mean";"Pear.code";"Pear.name";"Pear.mean";"Winegrape.code";"Winegrape.name";"Winegrape.mean";"Rosehip.code";"Rosehip.name";"Rosehip.mean";"Tomato.code";"Tomato.name";"Tomato.mean";"Cucumber.code";"Cucumber.name";"Cucumber.mean"
"168";511;"Græskar";647.625;434;"Grøntsager, andre (friland)";4.5;257;"Permanent græs, uden kløver";3.625;500;"Buske og træer Planteskoleplanter";27.375;417;"Rødbede";45.625;403;"Blomkål";20.125;308;"MFO-brak, sommerslåning";250.375;153;"Kartofler, andre";52.25;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";23.375;6;"Vårhvede, brødhvede";203;410;"Knoldselleri";18.375;403;"Blomkål";9.5;171;"Lucerne, slæt";28;400;"Asieagurker";40.25;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";16.875;13;"Vinterhvede, brødhvede";38.75;108;"Rødsvingelfrø";38.875;21;"Vårraps";17.875;308;"MFO-brak, sommerslåning";29.375;421;"Savoykål, spidskål";211.25;308;"MFO-brak, sommerslåning";16.5;403;"Blomkål";2.625;173;"Kløver til slæt";35.875;124;"Spinatfrø";1.125;4;"Blanding af vårsåede arter";47.125;7;"Korn + bælgsæd under 50% bælgsæd";20.5;400;"Asieagurker";1.25;NA;NA;NA;224;"Blandkorn, efterårssået helsæd";0.625;180;"Gul sennep";0.125;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";6.875;261;"Kløvergræs, over 50% kløver (omdrift)";0.375;534;"Hyben";1;539;"Blandet frugt";0.75;NA;NA;NA;706;"Grønkorn af vinterbyg";12.375;408;"Hvidkål";1.25;150;"Kartofler, lægge- (egen opformering)";0.625;NA;NA;NA;NA;NA;NA;NA;NA;NA
"50";120;"Kløverfrø";607.75;421;"Savoykål, spidskål";4.375;407;"Gulerod";3.625;173;"Kløver til slæt";25;410;"Knoldselleri";41.25;22;"Vinterraps";19.625;450;"Grøntsager, blandinger";238.75;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";51.5;4;"Blanding af vårsåede arter";22.625;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";184.25;652;"Kinesisk kålfrø";15.375;450;"Grøntsager, blandinger";9.25;265;"Græs/kløvergræs slæt før vårsåede afgrøder";26.75;420;"Salat (friland)";35.75;423;"Sukkermajs";16.125;173;"Kløver til slæt";36.25;7;"Korn + bælgsæd under 50% bælgsæd";34.75;280;"Fodersukkerroer";17.625;265;"Græs/kløvergræs slæt før vårsåede afgrøder";28;520;"Surkirsebær uden undervækst af græs";205.875;171;"Lucerne, slæt";15.375;13;"Vinterhvede, brødhvede";2.5;160;"Sukkerroer til fabrik";35.125;281;"Kålroer";1.125;31;"Hestebønner";43.125;110;"Svingelfrø, stivbladet";18;266;"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)";1.125;NA;NA;NA;257;"Permanent græs, uden kløver";0.625;210;"Vårbyg, helsæd";0.125;152;"Kartofler, spise-";6.75;5;"Majs til modenhed";0.25;2;"Vårhvede";0.875;520;"Surkirsebær uden undervækst af græs";0.375;NA;NA;NA;106;"Hundegræsfrø";11.75;450;"Grøntsager, blandinger";1.25;212;"Vårhavre, helsæd";0.625;NA;NA;NA;NA;NA;NA;NA;NA;NA
"213";701;"Grønkorn af vårbyg";543.75;524;"Sødkirsebær uden undervækst af græs";4;101;"Rajgræsfrø, alm.";3.375;410;"Knoldselleri";23.5;408;"Hvidkål";40.875;150;"Kartofler, lægge- (egen opformering)";19.625;280;"Fodersukkerroer";237.875;402;"Bladselleri";51;652;"Kinesisk kålfrø";22;406;"Grønkål";171.25;403;"Blomkål";14.125;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";9.125;308;"MFO-brak, sommerslåning";26.5;230;"Blanding af vårkorn, grønkorn";35;432;"Krydderurter (undtagen persille og purløg)";15.75;16;"Vintertriticale";36;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";33.75;652;"Kinesisk kålfrø";17.375;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";27.125;151;"Kartofler, stivelses-";195.5;423;"Sukkermajs";14;423;"Sukkermajs";2.5;112;"Engrapgræsfrø (marktype)";34.5;310;"Brak, sommerslåning";1.125;418;"Rødkål";39.375;4;"Blanding af vårsåede arter";16.75;32;"Sødlupin";1;NA;NA;NA;411;"Løg";0.625;407;"Gulerod";0.125;14;"Vinterrug";6;15;"Vinterhybridrug";0.25;14;"Vinterrug";0.875;531;"Anden træfrugt";0.375;NA;NA;NA;450;"Grøntsager, blandinger";11.375;162;"Blanding, andre industriafgr.";1;312;"20-årig udtagning";0.625;NA;NA;NA;NA;NA;NA;NA;NA;NA
"87";252;"Permanent græs, normalt udbytte";520.625;407;"Gulerod";3.75;251;"Permanent græs, lavt udbytte";3.375;104;"Rajgræsfrø, ital. 1. år efterårsudlagt";23.125;111;"Svingelfrø, strand-";40.125;434;"Grøntsager, andre (friland)";17.625;701;"Grønkorn af vårbyg";237;423;"Sukkermajs";41.5;413;"Rodpersille";21.75;450;"Grøntsager, blandinger";161.875;421;"Savoykål, spidskål";14;114;"Rapgræsfrø, alm.";9.125;413;"Rodpersille";25.875;308;"MFO-brak, sommerslåning";34.75;415;"Porre";13.625;418;"Rødkål";33.125;308;"MFO-brak, sommerslåning";29.625;434;"Grøntsager, andre (friland)";16.625;310;"Brak, sommerslåning";23.625;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";183.625;124;"Spinatfrø";11;651;"Dildfrø";2.25;310;"Brak, sommerslåning";32.25;403;"Blomkål";1.125;434;"Grøntsager, andre (friland)";39;493;"Surbær ";16.25;170;"Græs til fabrik (omdrift)";0.875;NA;NA;NA;421;"Savoykål, spidskål";0.625;450;"Grøntsager, blandinger";0.125;270;"Græs til udegrise, omdrift";5.25;108;"Rødsvingelfrø";0.25;21;"Vårraps";0.75;518;"Hindbær";0.25;NA;NA;NA;110;"Svingelfrø, stivbladet";10.75;325;"MFO-Blomsterbrak";1;411;"Løg";0.625;NA;NA;NA;NA;NA;NA;NA;NA;NA
"148";423;"Sukkermajs";496;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";3.5;30;"Ærter";3.25;422;"Spinat";22.75;422;"Spinat";38;15;"Vinterhybridrug";17.125;408;"Hvidkål";230.875;173;"Kløver til slæt";41.25;412;"Pastinak";20.125;402;"Bladselleri";156.25;420;"Salat (friland)";13.375;421;"Savoykål, spidskål";7.5;401;"Asparges";25.25;263;"Græs uden kløvergræs (omdrift)";34.25;5;"Majs til modenhed";12.625;424;"Ærter, konsum";30;173;"Kløver til slæt";29.25;16;"Vintertriticale";14.75;403;"Blomkål";22.75;407;"Gulerod";179;526;"Hyld";11;17;"Blanding af efterårssåede arter";2;113;"Engrapsgræsfrø (plænetype)";31.125;412;"Pastinak";1.125;308;"MFO-brak, sommerslåning";35.75;539;"Blandet frugt";16;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.875;NA;NA;NA;434;"Grøntsager, andre (friland)";0.625;500;"Buske og træer Planteskoleplanter";0.125;503;"En- og to-årige planter";3.75;210;"Vårbyg, helsæd";0.25;421;"Savoykål, spidskål";0.75;124;"Spinatfrø";0.125;NA;NA;NA;515;"Ribs";10.375;281;"Kålroer";0.875;515;"Ribs";0.625;NA;NA;NA;NA;NA;NA;NA;NA;NA
"145";420;"Salat (friland)";483.75;406;"Grønkål";3.375;432;"Krydderurter (undtagen persille og purløg)";2.75;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";21.5;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";36.125;252;"Permanent græs, normalt udbytte";16.75;6;"Vårhvede, brødhvede";221.75;160;"Sukkerroer til fabrik";40.375;401;"Asparges";18.625;263;"Græs uden kløvergræs (omdrift)";154.125;310;"Brak, sommerslåning";12.75;109;"Rajsvingelfrø";7.375;423;"Sukkermajs";25.125;7;"Korn + bælgsæd under 50% bælgsæd";32.875;7;"Korn + bælgsæd under 50% bælgsæd";12.5;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";29.75;31;"Hestebønner";27.875;433;"Krydderurt";12.625;410;"Knoldselleri";22.625;171;"Lucerne, slæt";173;411;"Løg";10.125;52;"Quinoa";2;448;"Medicinpl., en- og toårige";31;417;"Rødbede";1.125;518;"Hindbær";35.25;252;"Permanent græs, normalt udbytte";14.5;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";0.625;NA;NA;NA;2;"Vårhvede";0.5;527;"Hassel";0.125;262;"Lucernegræs, over 50% lucerne (omdrift)";3.625;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";0.25;709;"Grønkorn af vinterrug";0.75;152;"Kartofler, spise-";0.125;NA;NA;NA;526;"Hyld";10;256;"Permanent kløvergræs, over 50% kløver/lucerne";0.75;668;"Blomsterfrø";0.625;NA;NA;NA;NA;NA;NA;NA;NA;NA
"31";56;"Vårtriticale";473.125;15;"Vinterhybridrug";3;4;"Blanding af vårsåede arter";2.375;150;"Kartofler, lægge- (egen opformering)";21.375;513;"Jordbær";34;424;"Ærter, konsum";15.625;234;"Korn og bælgsæd, grønkorn, under 50% bælgsæd";181.125;32;"Sødlupin";37.375;497;"Planteskolekulturer, vedplanter, til videresalg";17.125;652;"Kinesisk kålfrø";146.625;230;"Blanding af vårkorn, grønkorn";11.5;150;"Kartofler, lægge- (egen opformering)";6.375;417;"Rødbede";23.25;405;"Courgette, squash";32.125;412;"Pastinak";11.375;434;"Grøntsager, andre (friland)";28.375;16;"Vintertriticale";27;308;"MFO-brak, sommerslåning";8.875;429;"Jordskokker, konsum";22.625;503;"En- og to-årige planter";162.625;101;"Rajgræsfrø, alm.";9.875;126;"Blanding af markfrø til udsæd";2;401;"Asparges";30.625;424;"Ærter, konsum";1.125;420;"Salat (friland)";33.875;16;"Vintertriticale";14.375;252;"Permanent græs, normalt udbytte";0.5;NA;NA;NA;171;"Lucerne, slæt";0.5;40;"Oliehør";0;339;"MFO-brak, forårsslåning";3.625;450;"Grøntsager, blandinger";0.25;250;"Permanent græs, meget lavt udbytte";0.625;285;"Græs og kløvergræs uden norm, over 50 % kløver (omdrift)";0.125;NA;NA;NA;16;"Vintertriticale";8.875;270;"Græs til udegrise, omdrift";0.75;13;"Vinterhvede, brødhvede";0.5;NA;NA;NA;NA;NA;NA;NA;NA;NA
"139";412;"Pastinak";443.375;415;"Porre";2.5;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";2.25;412;"Pastinak";20.25;160;"Sukkerroer til fabrik";33.875;4;"Blanding af vårsåede arter";15.375;149;"Kartofler, lægge- (certificerede)";174.75;412;"Pastinak";29.875;108;"Rødsvingelfrø";15.375;16;"Vintertriticale";143.5;4;"Blanding af vårsåede arter";10.25;406;"Grønkål";6.375;310;"Brak, sommerslåning";22.75;406;"Grønkål";32.125;261;"Kløvergræs, over 50% kløver (omdrift)";11.25;593;"Poppel (0-100 andre træer pr. ha)";26.375;497;"Planteskolekulturer, vedplanter, til videresalg";26.625;407;"Gulerod";7.625;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";20.875;308;"MFO-brak, sommerslåning";155.625;32;"Sødlupin";9;518;"Hindbær";1.875;4;"Blanding af vårsåede arter";29.375;429;"Jordskokker, konsum";1.125;583;"Juletræer og pyntegrønt på landbrugsjord";33.25;528;"Æbler";12.875;518;"Hindbær";0.5;NA;NA;NA;250;"Permanent græs, meget lavt udbytte";0.5;308;"MFO-brak, sommerslåning";0;261;"Kløvergræs, over 50% kløver (omdrift)";3.375;113;"Engrapsgræsfrø (plænetype)";0.125;257;"Permanent græs, uden kløver";0.625;450;"Grøntsager, blandinger";0.125;NA;NA;NA;4;"Blanding af vårsåede arter";8.75;339;"MFO-brak, forårsslåning";0.625;544;"Snitblomster og snitgrønt";0.5;NA;NA;NA;NA;NA;NA;NA;NA;NA
"135";408;"Hvidkål";442.5;4;"Blanding af vårsåede arter";2.375;250;"Permanent græs, meget lavt udbytte";2.125;120;"Kløverfrø";17.375;413;"Rodpersille";32.75;17;"Blanding af efterårssåede arter";14.625;56;"Vårtriticale";144.25;406;"Grønkål";27;402;"Bladselleri";15.25;111;"Svingelfrø, strand-";125.375;418;"Rødkål";10.125;320;"Braklagte randzoner";5.25;261;"Kløvergræs, over 50% kløver (omdrift)";20.25;280;"Fodersukkerroer";31;434;"Grøntsager, andre (friland)";11.25;410;"Knoldselleri";25.75;269;"Græs, rullegræs";22.75;666;"Purløgsfrø";7.25;30;"Ærter";20.25;252;"Permanent græs, normalt udbytte";149;667;"Timianfrø";8.5;418;"Rødkål";1.5;406;"Grønkål";28.125;516;"Stikkelsbær";1;153;"Kartofler, andre";32.625;603;"MFO - Poppel (0-100 andre træer pr. ha)";12.125;401;"Asparges";0.375;NA;NA;NA;515;"Ribs";0.5;NA;NA;NA;420;"Salat (friland)";3.375;216;"Silomajs";0.125;511;"Græskar";0.625;113;"Engrapsgræsfrø (plænetype)";0;NA;NA;NA;13;"Vinterhvede, brødhvede";8.625;400;"Asieagurker";0.625;210;"Vårbyg, helsæd";0.375;NA;NA;NA;NA;NA;NA;NA;NA;NA
"171";514;"Solbær";427.125;652;"Kinesisk kålfrø";1.875;530;"Vindrue";2;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";17.375;406;"Grønkål";31.5;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";10.875;424;"Ærter, konsum";138.375;113;"Engrapsgræsfrø (plænetype)";25;17;"Blanding af efterårssåede arter";14.625;400;"Asieagurker";111.625;261;"Kløvergræs, over 50% kløver (omdrift)";9.875;261;"Kløvergræs, over 50% kløver (omdrift)";4.75;17;"Blanding af efterårssåede arter";19.75;404;"Broccoli";26.125;30;"Ærter";10.625;423;"Sukkermajs";25.125;230;"Blanding af vårkorn, grønkorn";22.5;411;"Løg";7;407;"Gulerod";19.375;404;"Broccoli";144.875;421;"Savoykål, spidskål";7.5;511;"Græskar";1.5;429;"Jordskokker, konsum";28;14;"Vinterrug";0.875;252;"Permanent græs, normalt udbytte";32.375;418;"Rødkål";8.875;16;"Vintertriticale";0.25;NA;NA;NA;544;"Snitblomster og snitgrønt";0.5;NA;NA;NA;265;"Græs/kløvergræs slæt før vårsåede afgrøder";3;230;"Blanding af vårkorn, grønkorn";0.125;424;"Ærter, konsum";0.5;NA;NA;NA;NA;NA;NA;230;"Blanding af vårkorn, grønkorn";8.375;420;"Salat (friland)";0.625;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";0.375;NA;NA;NA;NA;NA;NA;NA;NA;NA
"192";583;"Juletræer og pyntegrønt på landbrugsjord";420.5;280;"Fodersukkerroer";1.75;656;"Bladbedefrø, rødbedefrø";1.75;434;"Grøntsager, andre (friland)";15.5;13;"Vinterhvede, brødhvede";28.625;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";9.625;421;"Savoykål, spidskål";126.125;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";24.375;153;"Kartofler, andre";12;593;"Poppel (0-100 andre træer pr. ha)";102.5;54;"Bælgsæd blanding";9.625;162;"Blanding, andre industriafgr.";4.5;153;"Kartofler, andre";18.875;514;"Solbær";25.375;402;"Bladselleri";10.125;149;"Kartofler, lægge- (certificerede)";25;406;"Grønkål";22.5;52;"Quinoa";6.625;528;"Æbler";19.25;180;"Gul sennep";137.25;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";6.875;171;"Lucerne, slæt";1.375;263;"Græs uden kløvergræs (omdrift)";25.625;651;"Dildfrø";0.875;310;"Brak, sommerslåning";30.25;489;"Havtorn";8.875;113;"Engrapsgræsfrø (plænetype)";0.25;NA;NA;NA;583;"Juletræer og pyntegrønt på landbrugsjord";0.5;NA;NA;NA;518;"Hindbær";3;234;"Korn og bælgsæd, grønkorn, under 50% bælgsæd";0.125;310;"Brak, sommerslåning";0.375;NA;NA;NA;NA;NA;NA;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";8.125;515;"Ribs";0.625;108;"Rødsvingelfrø";0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA
"113";310;"Brak, sommerslåning";409.75;429;"Jordskokker, konsum";1.625;666;"Purløgsfrø";1.625;109;"Rajsvingelfrø";15;269;"Græs, rullegræs";28.625;280;"Fodersukkerroer";8.625;124;"Spinatfrø";111.375;308;"MFO-brak, sommerslåning";24;403;"Blomkål";12;308;"MFO-brak, sommerslåning";90.25;32;"Sødlupin";9;401;"Asparges";3.5;230;"Blanding af vårkorn, grønkorn";17.375;429;"Jordskokker, konsum";24.875;497;"Planteskolekulturer, vedplanter, til videresalg";9.75;5;"Majs til modenhed";20.625;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";21.75;592;"Pil";5.375;120;"Kløverfrø";17.25;310;"Brak, sommerslåning";137.125;250;"Permanent græs, meget lavt udbytte";6.5;6;"Vårhvede, brødhvede";1.25;106;"Hundegræsfrø";24;9;"Vinterspelt";0.75;401;"Asparges";30;181;"Anden oliefrøart";8;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";0.25;NA;NA;NA;113;"Engrapsgræsfrø (plænetype)";0.375;NA;NA;NA;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";2.875;343;"MFO-bestøverbrak";0.125;434;"Grøntsager, andre (friland)";0.375;NA;NA;NA;NA;NA;NA;411;"Løg";8.125;536;"Spisedruer";0.625;270;"Græs til udegrise, omdrift";0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA
"103";270;"Græs til udegrise, omdrift";402.625;701;"Grønkorn af vårbyg";1.625;215;"Ærtehelsæd";1.5;118;"Rajsvingelfrø, efterårsudlagt";14.875;173;"Kløver til slæt";27.625;512;"Rabarber";7.375;235;"Blanding af vinterkorn, grønkorn";104;112;"Engrapgræsfrø (marktype)";23.25;400;"Asieagurker";10.625;173;"Kløver til slæt";90.125;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";8.75;433;"Krydderurt";3;406;"Grønkål";15.5;210;"Vårbyg, helsæd";24.5;6;"Vårhvede, brødhvede";9.125;500;"Buske og træer Planteskoleplanter";19.375;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";21.625;429;"Jordskokker, konsum";4.125;111;"Svingelfrø, strand-";17.125;500;"Buske og træer Planteskoleplanter";120.75;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";5.875;251;"Permanent græs, lavt udbytte";1.25;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";24;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";0.75;529;"Pærer";28.375;701;"Grønkorn af vårbyg";7.875;530;"Vindrue";0.25;NA;NA;NA;120;"Kløverfrø";0.375;NA;NA;NA;533;"Rønnebær";2.875;NA;NA;NA;701;"Grønkorn af vårbyg";0.375;NA;NA;NA;NA;NA;NA;107;"Engsvingelfrø";6.5;701;"Grønkorn af vårbyg";0.625;582;"Pyntegrønt, økologisk jordbrug";0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA
"43";111;"Svingelfrø, strand-";395.875;541;"Agurker";1.5;221;"Vinterhvede, helsæd";1.5;503;"En- og to-årige planter";13.25;511;"Græskar";24.625;213;"Blandkorn, vårsået, helsæd";6.75;252;"Permanent græs, normalt udbytte";97.375;503;"En- og to-årige planter";22.5;30;"Ærter";9.875;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";86;263;"Græs uden kløvergræs (omdrift)";8.375;511;"Græskar";3;150;"Kartofler, lægge- (egen opformering)";14.5;424;"Ærter, konsum";23.875;280;"Fodersukkerroer";8.875;230;"Blanding af vårkorn, grønkorn";17.875;412;"Pastinak";19.125;123;"Valmuefrø";4;251;"Permanent græs, lavt udbytte";16.625;415;"Porre";120;415;"Porre";5.625;24;"Solsikke";1.125;666;"Purløgsfrø";22;432;"Krydderurter (undtagen persille og purløg)";0.75;7;"Korn + bælgsæd under 50% bælgsæd";25.75;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";7.25;30;"Ærter";0.125;NA;NA;NA;213;"Blandkorn, vårsået, helsæd";0.375;NA;NA;NA;325;"MFO-Blomsterbrak";2.75;NA;NA;NA;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";0.25;NA;NA;NA;NA;NA;NA;7;"Korn + bælgsæd under 50% bælgsæd";5.625;108;"Rødsvingelfrø";0.5;247;"Miljøgræs MVJ-tilsagn (0 N), omdrift";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA
"97";264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";378.25;30;"Ærter";1.25;256;"Permanent kløvergræs, over 50% kløver/lucerne";1.5;113;"Engrapsgræsfrø (plænetype)";12.25;255;"Permanent græs, under 50% kløver/lucerne";23.625;432;"Krydderurter (undtagen persille og purløg)";6.5;110;"Svingelfrø, stivbladet";96.75;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";21.875;416;"Rosenkål";9.375;31;"Hestebønner";79.125;7;"Korn + bælgsæd under 50% bælgsæd";8;230;"Blanding af vårkorn, grønkorn";2.875;418;"Rødkål";13.5;701;"Grønkorn af vårbyg";22.5;422;"Spinat";7.875;4;"Blanding af vårsåede arter";17.625;149;"Kartofler, lægge- (certificerede)";18.25;418;"Rødkål";4;415;"Porre";16.625;56;"Vårtriticale";116.375;162;"Blanding, andre industriafgr.";5.5;252;"Permanent græs, normalt udbytte";1.125;5;"Majs til modenhed";19;514;"Solbær";0.625;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";25.75;230;"Blanding af vårkorn, grønkorn";7.125;210;"Vårbyg, helsæd";0.125;NA;NA;NA;215;"Ærtehelsæd";0.375;NA;NA;NA;6;"Vårhvede, brødhvede";2.5;NA;NA;NA;411;"Løg";0.25;NA;NA;NA;NA;NA;NA;900;"Øvrige afgrøder";5.625;180;"Gul sennep";0.5;592;"Pil";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA
"65";172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";374;215;"Ærtehelsæd";1.25;429;"Jordskokker, konsum";1.5;160;"Sukkerroer til fabrik";11.25;149;"Kartofler, lægge- (certificerede)";19.375;666;"Purløgsfrø";6.375;261;"Kløvergræs, over 50% kløver (omdrift)";90.375;230;"Blanding af vårkorn, grønkorn";20.75;52;"Quinoa";8.5;409;"Kinakål";78.125;109;"Rajsvingelfrø";7.75;252;"Permanent græs, normalt udbytte";2.625;324;"Blomsterbrak";13.375;5;"Majs til modenhed";21.5;173;"Kløver til slæt";7.625;124;"Spinatfrø";17.5;430;"Bladpersille";16.875;281;"Kålroer";3.75;432;"Krydderurter (undtagen persille og purløg)";16.5;42;"Hamp";111;401;"Asparges";5.25;106;"Hundegræsfrø";0.75;407;"Gulerod";18.625;266;"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)";0.5;515;"Ribs";25.5;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";6.875;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";0.125;NA;NA;NA;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.375;NA;NA;NA;504;"Solbær, stiklingeopformering";2.375;NA;NA;NA;536;"Spisedruer";0.25;NA;NA;NA;NA;NA;NA;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";5.375;593;"Poppel (0-100 andre træer pr. ha)";0.5;701;"Grønkorn af vårbyg";0;NA;NA;NA;NA;NA;NA;NA;NA;NA
"137";410;"Knoldselleri";360;512;"Rabarber";1.25;417;"Rødbede";1.375;280;"Fodersukkerroer";10.75;112;"Engrapgræsfrø (marktype)";18.25;5;"Majs til modenhed";6.125;513;"Jordbær";85.75;500;"Buske og træer Planteskoleplanter";20.25;261;"Kløvergræs, over 50% kløver (omdrift)";8.5;112;"Engrapgræsfrø (marktype)";75.375;162;"Blanding, andre industriafgr.";7.625;235;"Blanding af vinterkorn, grønkorn";2.5;251;"Permanent græs, lavt udbytte";13.125;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";21.5;252;"Permanent græs, normalt udbytte";6.875;413;"Rodpersille";17.5;120;"Kløverfrø";16.75;416;"Rosenkål";3.375;417;"Rødbede";15.75;511;"Græskar";108.625;487;"Skovlandbrug";4.625;429;"Jordskokker, konsum";0.75;261;"Kløvergræs, over 50% kløver (omdrift)";18;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";0.5;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";24.75;530;"Vindrue";6.875;153;"Kartofler, andre";0;NA;NA;NA;308;"MFO-brak, sommerslåning";0.375;NA;NA;NA;343;"MFO-bestøverbrak";1.75;NA;NA;NA;4;"Blanding af vårsåede arter";0.125;NA;NA;NA;NA;NA;NA;182;"Blanding af oliearter";5;17;"Blanding af efterårssåede arter";0.375;709;"Grønkorn af vinterrug";0;NA;NA;NA;NA;NA;NA;NA;NA;NA
