Tablepotatoes.code;Tablepotatoes.name;Tablepotatoes.mean;Tablepotatoes.perc;Gherkin.code;Gherkin.name;Gherkin.mean;Gherkin.perc;Aspargus.code;Aspargus.name;Aspargus.mean;Aspargus.perc;Cauliflower.code;Cauliflower.name;Cauliflower.mean;Cauliflower.perc;Broccoli.code;Broccoli.name;Broccoli.mean;Broccoli.perc;Kale.code;Kale.name;Kale.mean;Kale.perc;Carrot.code;Carrot.name;Carrot.mean;Carrot.perc;Whitecabbage.code;Whitecabbage.name;Whitecabbage.mean;Whitecabbage.perc;Celeriac.code;Celeriac.name;Celeriac.mean;Celeriac.perc;Onions.code;Onions.name;Onions.mean;Onions.perc;Parsnip.code;Parsnip.name;Parsnip.mean;Parsnip.perc;Rootparsley.code;Rootparsley.name;Rootparsley.mean;Rootparsley.perc;Leek.code;Leek.name;Leek.mean;Leek.perc;Beet.code;Beet.name;Beet.mean;Beet.perc;Redcabbage.code;Redcabbage.name;Redcabbage.mean;Redcabbage.perc;Lettuce.code;Lettuce.name;Lettuce.mean;Lettuce.perc;Savoycabbage.pointedcabbage.code;Savoycabbage.pointedcabbage.name;Savoycabbage.pointedcabbage.mean;Savoycabbage.pointedcabbage.perc;Spinach.code;Spinach.name;Spinach.mean;Spinach.perc;Sweetcorn.code;Sweetcorn.name;Sweetcorn.mean;Sweetcorn.perc;Peas.code;Peas.name;Peas.mean;Peas.perc;Jerusalemartichoke.code;Jerusalemartichoke.name;Jerusalemartichoke.mean;Jerusalemartichoke.perc;Leafparsley.code;Leafparsley.name;Leafparsley.mean;Leafparsley.perc;Pumpkin.code;Pumpkin.name;Pumpkin.mean;Pumpkin.perc;Rhubarb.code;Rhubarb.name;Rhubarb.mean;Rhubarb.perc;Strawberry.code;Strawberry.name;Strawberry.mean;Strawberry.perc;Blackcurrant.code;Blackcurrant.name;Blackcurrant.mean;Blackcurrant.perc;Redcurrant.code;Redcurrant.name;Redcurrant.mean;Redcurrant.perc;Gooseberry.code;Gooseberry.name;Gooseberry.mean;Gooseberry.perc;Raspberry.code;Raspberry.name;Raspberry.mean;Raspberry.perc;Blueberry.code;Blueberry.name;Blueberry.mean;Blueberry.perc;Sourcherry.code;Sourcherry.name;Sourcherry.mean;Sourcherry.perc;Plum.code;Plum.name;Plum.mean;Plum.perc;Sweetcherry.code;Sweetcherry.name;Sweetcherry.mean;Sweetcherry.perc;Elder.code;Elder.name;Elder.mean;Elder.perc;Hazel.code;Hazel.name;Hazel.mean;Hazel.perc;Apple.code;Apple.name;Apple.mean;Apple.perc;Pear.code;Pear.name;Pear.mean;Pear.perc;Winegrape.code;Winegrape.name;Winegrape.mean;Winegrape.perc;Rosehip.code;Rosehip.name;Rosehip.mean;Rosehip.perc;Tomato.code;Tomato.name;Tomato.mean;Tomato.perc;Cucumber.code;Cucumber.name;Cucumber.mean;Cucumber.perc;
226;526;Hyld;2.8E-05;0.0;162;Blanding, andre industriafgr.;2.78E-07;0;431;Purløg;7.39E-07;0;541;Agurker;8.92E-07;0;123;Valmuefrø;1.14E-06;0;522;Blomme uden undervækst af græs;3.57E-07;0;162;Blanding, andre industriafgr.;8.58E-06;0;548;Småplanter, en-årige;1.33E-06;0;516;Stikkelsbær;1.22E-07;0;279;Permanent kløvergræs til fabrik;3.91E-06;0;123;Valmuefrø;5.62E-07;0;162;Blanding, andre industriafgr.;4.30E-07;0;539;Blandet frugt;5.97E-07;0;541;Agurker;1.07E-06;0;548;Småplanter, en-årige;6.38E-07;0;545;Potteplanter;1.53E-06;0;522;Blomme uden undervækst af græs;3.76E-07;0;653;Karsefrø;2.12E-07;0;431;Purløg;1.56E-06;0;548;Småplanter, en-årige;8.72E-06;0;541;Agurker;5.52E-07;0;597;Rørgræs;5.96E-07;0;540;Tomater;1.14E-06;0;126;Blanding af markfrø til udsæd;1.99E-07;0;162;Blanding, andre industriafgr.;9.32E-06;0;123;Valmuefrø;7.29E-06;0;668;Blomsterfrø;5.00E-07;0;402;Bladselleri;6.50E-08;0;123;Valmuefrø;4.29E-07;0;656;Bladbedefrø, rødbedefrø;1.62E-06;0;162;Blanding, andre industriafgr.;1.63E-05;0;162;Blanding, andre industriafgr.;6.76E-07;0;548;Småplanter, en-årige;2.52E-06;0;517;Brombær;9.24E-08;0;660;Persillefrø;2.04E-07;0;123;Valmuefrø;1.81E-05;0;162;Blanding, andre industriafgr.;3.68E-06;0;432;Krydderurter (undtagen persille og purløg);2.11E-06;0;409;Kinakål;2.80E-07;0;431;Purløg;3.70E-07;0;545;Potteplanter;6.31E-07;0
121;274;Permanent lucernegræs over 25% græs, til fabrik;2.8E-05;0.0;651;Dildfrø;2.78E-07;0;541;Agurker;7.39E-07;0;597;Rørgræs;8.92E-07;0;548;Småplanter, en-årige;1.14E-06;0;512;Rabarber;3.57E-07;0;651;Dildfrø;8.58E-06;0;123;Valmuefrø;1.33E-06;0;667;Timianfrø;1.22E-07;0;278;Permanent lucerne og lucernegræs over 50% lucerne;3.91E-06;0;162;Blanding, andre industriafgr.;5.62E-07;0;651;Dildfrø;4.30E-07;0;532;Anden buskfrugt;5.97E-07;0;548;Småplanter, en-årige;1.07E-06;0;162;Blanding, andre industriafgr.;6.38E-07;0;36;Bælgsæd, andre typer til modenhed blanding;1.53E-06;0;656;Bladbedefrø, rødbedefrø;3.76E-07;0;655;Radisefrø (inklusiv olieræddikefrø);2.12E-07;0;540;Tomater;1.56E-06;0;162;Blanding, andre industriafgr.;8.72E-06;0;548;Småplanter, en-årige;5.52E-07;0;548;Småplanter, en-årige;5.96E-07;0;597;Rørgræs;1.14E-06;0;664;Skorzonerrod/skorzonerrodfrø;1.99E-07;0;651;Dildfrø;9.32E-06;0;274;Permanent lucernegræs over 25% græs, til fabrik;7.29E-06;0;660;Persillefrø;5.00E-07;0;539;Blandet frugt;6.50E-08;0;162;Blanding, andre industriafgr.;4.29E-07;0;400;Asieagurker;1.62E-06;0;651;Dildfrø;1.63E-05;0;651;Dildfrø;6.76E-07;0;651;Dildfrø;2.52E-06;0;563;Svampe, champignon;9.24E-08;0;516;Stikkelsbær;2.04E-07;0;162;Blanding, andre industriafgr.;1.81E-05;0;651;Dildfrø;3.68E-06;0;659;Kålfrø (hvid- og rødkål);2.11E-06;0;656;Bladbedefrø, rødbedefrø;2.80E-07;0;161;Cikorierødder;3.70E-07;0;668;Blomsterfrø;6.31E-07;0
239;540;Tomater;2.8E-05;0.0;517;Brombær;2.78E-07;0;540;Tomater;7.39E-07;0;161;Cikorierødder;8.92E-07;0;162;Blanding, andre industriafgr.;1.14E-06;0;656;Bladbedefrø, rødbedefrø;3.57E-07;0;517;Brombær;8.58E-06;0;651;Dildfrø;1.33E-06;0;279;Permanent kløvergræs til fabrik;1.22E-07;0;531;Anden træfrugt;3.91E-06;0;651;Dildfrø;5.62E-07;0;517;Brombær;4.30E-07;0;121;Bælgplanter, frø;5.97E-07;0;123;Valmuefrø;1.07E-06;0;651;Dildfrø;6.38E-07;0;121;Bælgplanter, frø;1.53E-06;0;668;Blomsterfrø;3.76E-07;0;114;Rapgræsfrø, alm.;2.12E-07;0;161;Cikorierødder;1.56E-06;0;651;Dildfrø;8.72E-06;0;123;Valmuefrø;5.52E-07;0;162;Blanding, andre industriafgr.;5.96E-07;0;161;Cikorierødder;1.14E-06;0;530;Vindrue;1.99E-07;0;517;Brombær;9.32E-06;0;162;Blanding, andre industriafgr.;7.29E-06;0;667;Timianfrø;5.00E-07;0;668;Blomsterfrø;6.50E-08;0;651;Dildfrø;4.29E-07;0;409;Kinakål;1.62E-06;0;517;Brombær;1.63E-05;0;517;Brombær;6.76E-07;0;162;Blanding, andre industriafgr.;2.52E-06;0;548;Småplanter, en-årige;9.24E-08;0;278;Permanent lucerne og lucernegræs over 50% lucerne;2.04E-07;0;651;Dildfrø;1.81E-05;0;517;Brombær;3.68E-06;0;114;Rapgræsfrø, alm.;2.11E-06;0;36;Bælgsæd, andre typer til modenhed blanding;2.80E-07;0;597;Rørgræs;3.70E-07;0;121;Bælgplanter, frø;6.31E-07;0
254;597;Rørgræs;2.8E-05;0.0;563;Svampe, champignon;2.78E-07;0;597;Rørgræs;7.39E-07;0;123;Valmuefrø;8.92E-07;0;651;Dildfrø;1.14E-06;0;539;Blandet frugt;3.57E-07;0;563;Svampe, champignon;8.58E-06;0;517;Brombær;1.33E-06;0;531;Anden træfrugt;1.22E-07;0;527;Hassel;3.91E-06;0;517;Brombær;5.62E-07;0;563;Svampe, champignon;4.30E-07;0;36;Bælgsæd, andre typer til modenhed blanding;5.97E-07;0;651;Dildfrø;1.07E-06;0;517;Brombær;6.38E-07;0;539;Blandet frugt;1.53E-06;0;539;Blandet frugt;3.76E-07;0;659;Kålfrø (hvid- og rødkål);2.12E-07;0;597;Rørgræs;1.56E-06;0;517;Brombær;8.72E-06;0;651;Dildfrø;5.52E-07;0;651;Dildfrø;5.96E-07;0;123;Valmuefrø;1.14E-06;0;432;Krydderurter (undtagen persille og purløg);1.99E-07;0;563;Svampe, champignon;9.32E-06;0;651;Dildfrø;7.29E-06;0;502;Blomsterløg;5.00E-07;0;545;Potteplanter;6.50E-08;0;563;Svampe, champignon;4.29E-07;0;512;Rabarber;1.62E-06;0;563;Svampe, champignon;1.63E-05;0;563;Svampe, champignon;6.76E-07;0;517;Brombær;2.52E-06;0;122;Kommenfrø;9.24E-08;0;279;Permanent kløvergræs til fabrik;2.04E-07;0;563;Svampe, champignon;1.81E-05;0;563;Svampe, champignon;3.68E-06;0;40;Oliehør;2.11E-06;0;402;Bladselleri;2.80E-07;0;548;Småplanter, en-årige;3.70E-07;0;532;Anden buskfrugt;6.31E-07;0
244;548;Småplanter, en-årige;2.8E-05;0.0;570;Humle;2.78E-07;0;161;Cikorierødder;7.39E-07;0;548;Småplanter, en-årige;8.92E-07;0;517;Brombær;1.14E-06;0;409;Kinakål;3.57E-07;0;570;Humle;8.58E-06;0;563;Svampe, champignon;1.33E-06;0;527;Hassel;1.22E-07;0;430;Bladpersille;3.91E-06;0;563;Svampe, champignon;5.62E-07;0;570;Humle;4.30E-07;0;259;Permanent græs, fabrik, over 6 tons;5.97E-07;0;517;Brombær;1.07E-06;0;563;Svampe, champignon;6.38E-07;0;512;Rabarber;1.53E-06;0;660;Persillefrø;3.76E-07;0;530;Vindrue;2.12E-07;0;123;Valmuefrø;1.56E-06;0;563;Svampe, champignon;8.72E-06;0;517;Brombær;5.52E-07;0;517;Brombær;5.96E-07;0;548;Småplanter, en-årige;1.14E-06;0;40;Oliehør;1.99E-07;0;570;Humle;9.32E-06;0;563;Svampe, champignon;7.29E-06;0;416;Rosenkål;5.00E-07;0;36;Bælgsæd, andre typer til modenhed blanding;6.50E-08;0;570;Humle;4.29E-07;0;402;Bladselleri;1.62E-06;0;570;Humle;1.63E-05;0;570;Humle;6.76E-07;0;563;Svampe, champignon;2.52E-06;0;570;Humle;9.24E-08;0;667;Timianfrø;2.04E-07;0;570;Humle;1.81E-05;0;570;Humle;3.68E-06;0;596;Elefantgræs;2.11E-06;0;121;Bælgplanter, frø;2.80E-07;0;123;Valmuefrø;3.70E-07;0;259;Permanent græs, fabrik, over 6 tons;6.31E-07;0
60;123;Valmuefrø;2.8E-05;0.0;122;Kommenfrø;2.78E-07;0;123;Valmuefrø;7.39E-07;0;162;Blanding, andre industriafgr.;8.92E-07;0;563;Svampe, champignon;1.14E-06;0;668;Blomsterfrø;3.57E-07;0;122;Kommenfrø;8.58E-06;0;570;Humle;1.33E-06;0;502;Blomsterløg;1.22E-07;0;502;Blomsterløg;3.91E-06;0;570;Humle;5.62E-07;0;122;Kommenfrø;4.30E-07;0;220;Vinterbyg, helsæd;5.97E-07;0;563;Svampe, champignon;1.07E-06;0;570;Humle;6.38E-07;0;532;Anden buskfrugt;1.53E-06;0;532;Anden buskfrugt;3.76E-07;0;596;Elefantgræs;2.12E-07;0;548;Småplanter, en-årige;1.56E-06;0;570;Humle;8.72E-06;0;563;Svampe, champignon;5.52E-07;0;563;Svampe, champignon;5.96E-07;0;651;Dildfrø;1.14E-06;0;659;Kålfrø (hvid- og rødkål);1.99E-07;0;122;Kommenfrø;9.32E-06;0;570;Humle;7.29E-06;0;531;Anden træfrugt;5.00E-07;0;121;Bælgplanter, frø;6.50E-08;0;122;Kommenfrø;4.29E-07;0;539;Blandet frugt;1.62E-06;0;122;Kommenfrø;1.63E-05;0;122;Kommenfrø;6.76E-07;0;122;Kommenfrø;2.52E-06;0;320;Braklagte randzoner;8.94E-08;0;430;Bladpersille;2.04E-07;0;122;Kommenfrø;1.81E-05;0;122;Kommenfrø;3.68E-06;0;519;Blåbær;2.11E-06;0;259;Permanent græs, fabrik, over 6 tons;2.80E-07;0;162;Blanding, andre industriafgr.;3.70E-07;0;220;Vinterbyg, helsæd;6.31E-07;0
261;651;Dildfrø;2.8E-05;0.0;25;Sojabønner;2.73E-07;0;548;Småplanter, en-årige;7.39E-07;0;651;Dildfrø;8.92E-07;0;122;Kommenfrø;1.14E-06;0;660;Persillefrø;3.57E-07;0;277;Kløver til fabrik;8.50E-06;0;122;Kommenfrø;1.33E-06;0;278;Permanent lucerne og lucernegræs over 50% lucerne;1.22E-07;0;518;Hindbær;3.91E-06;0;122;Kommenfrø;5.62E-07;0;524;Sødkirsebær uden undervækst af græs;3.90E-07;0;668;Blomsterfrø;5.97E-07;0;570;Humle;1.07E-06;0;122;Kommenfrø;6.38E-07;0;259;Permanent græs, fabrik, over 6 tons;1.53E-06;0;278;Permanent lucerne og lucernegræs over 50% lucerne;3.76E-07;0;40;Oliehør;2.12E-07;0;162;Blanding, andre industriafgr.;1.56E-06;0;122;Kommenfrø;8.72E-06;0;570;Humle;5.52E-07;0;570;Humle;5.96E-07;0;162;Blanding, andre industriafgr.;1.14E-06;0;114;Rapgræsfrø, alm.;1.99E-07;0;524;Sødkirsebær uden undervækst af græs;8.49E-06;0.016665713;122;Kommenfrø;7.29E-06;0;405;Courgette, squash;5.00E-07;0;660;Persillefrø;6.50E-08;0;118;Rajsvingelfrø, efterårsudlagt;4.21E-07;0;668;Blomsterfrø;1.62E-06;0;504;Solbær, stiklingeopformering;1.50E-05;0.080538185;663;Pastinakfrø;6.16E-07;0;570;Humle;2.52E-06;0;658;Gulerodsfrø;8.77E-08;0;416;Rosenkål;2.04E-07;0;440;Solhat;1.81E-05;0;524;Sødkirsebær uden undervækst af græs;3.65E-06;0.014969731;522;Blomme uden undervækst af græs;2.11E-06;0;220;Vinterbyg, helsæd;2.80E-07;0;651;Dildfrø;3.70E-07;0;660;Persillefrø;6.31E-07;0
220;517;Brombær;2.8E-05;0.0;579;Tagetes, sygdomssanerende plante;2.73E-07;0;651;Dildfrø;7.39E-07;0;517;Brombær;8.92E-07;0;570;Humle;1.14E-06;0;532;Anden buskfrugt;3.57E-07;0;25;Sojabønner;7.78E-06;0;41;Spindhør;1.13E-06;0;282;Fodermarvkål;1.22E-07;0;282;Fodermarvkål;3.91E-06;0;524;Sødkirsebær uden undervækst af græs;5.42E-07;0;504;Solbær, stiklingeopformering;3.90E-07;0;660;Persillefrø;5.97E-07;0;122;Kommenfrø;1.07E-06;0;524;Sødkirsebær uden undervækst af græs;6.26E-07;0;220;Vinterbyg, helsæd;1.53E-06;0;516;Stikkelsbær;3.76E-07;0;522;Blomme uden undervækst af græs;2.12E-07;0;517;Brombær;1.56E-06;0;25;Sojabønner;8.63E-06;0;122;Kommenfrø;5.52E-07;0;122;Kommenfrø;5.96E-07;0;517;Brombær;1.14E-06;0;596;Elefantgræs;1.99E-07;0;504;Solbær, stiklingeopformering;8.49E-06;0;125;Bederoefrø;5.58E-06;0;527;Hassel;5.00E-07;0;220;Vinterbyg, helsæd;6.50E-08;0;35;Bælgsæd, flerårig blanding;4.21E-07;0;545;Potteplanter;1.62E-06;0;524;Sødkirsebær uden undervækst af græs;1.50E-05;0.300971803;658;Gulerodsfrø;6.07E-07;0;777;Ex-non-food brak;2.32E-06;0;579;Tagetes, sygdomssanerende plante;8.74E-08;0;518;Hindbær;2.04E-07;0;657;Grønkålfrø;1.66E-05;0;504;Solbær, stiklingeopformering;3.65E-06;0;656;Bladbedefrø, rødbedefrø;2.11E-06;0;512;Rabarber;2.80E-07;0;517;Brombær;3.70E-07;0;36;Bælgsæd, andre typer til modenhed blanding;6.31E-07;0
245;563;Svampe, champignon;2.8E-05;0.0;277;Kløver til fabrik;2.66E-07;0;162;Blanding, andre industriafgr.;7.39E-07;0;563;Svampe, champignon;8.92E-07;0;277;Kløver til fabrik;1.09E-06;0;278;Permanent lucerne og lucernegræs over 50% lucerne;3.57E-07;0;579;Tagetes, sygdomssanerende plante;7.78E-06;0;998;Ukendt afgrøde;1.13E-06;0;518;Hindbær;1.22E-07;0;448;Medicinpl., en- og toårige;3.91E-06;0;504;Solbær, stiklingeopformering;5.42E-07;0;509;Trækvæde;3.90E-07;0;279;Permanent kløvergræs til fabrik;5.97E-07;0;277;Kløver til fabrik;1.05E-06;0;504;Solbær, stiklingeopformering;6.26E-07;0;668;Blomsterfrø;1.53E-06;0;259;Permanent græs, fabrik, over 6 tons;3.76E-07;0;519;Blåbær;2.12E-07;0;563;Svampe, champignon;1.56E-06;0;579;Tagetes, sygdomssanerende plante;8.63E-06;0;277;Kløver til fabrik;5.52E-07;0;663;Pastinakfrø;5.94E-07;0;563;Svampe, champignon;1.14E-06;0;656;Bladbedefrø, rødbedefrø;1.99E-07;0;509;Trækvæde;8.49E-06;0;224;Blandkorn, efterårssået helsæd;5.58E-06;0;279;Permanent kløvergræs til fabrik;5.00E-07;0;259;Permanent græs, fabrik, over 6 tons;6.50E-08;0;125;Bederoefrø;4.18E-07;0;660;Persillefrø;1.62E-06;0;509;Trækvæde;1.49E-05;0;657;Grønkålfrø;5.95E-07;0;598;Sorrel;2.32E-06;0;25;Sojabønner;8.74E-08;0;405;Courgette, squash;2.04E-07;0;125;Bederoefrø;1.62E-05;0;509;Trækvæde;3.65E-06;0;400;Asieagurker;2.11E-06;0;668;Blomsterfrø;2.80E-07;0;563;Svampe, champignon;3.70E-07;0;516;Stikkelsbær;6.31E-07;0
246;570;Humle;2.8E-05;0.0;498;Containerplads 4, vedplanter;2.44E-07;0;517;Brombær;7.39E-07;0;570;Humle;8.92E-07;0;498;Containerplads 4, vedplanter;1.03E-06;0;516;Stikkelsbær;3.57E-07;0;663;Pastinakfrø;7.59E-06;0;440;Solhat;9.40E-07;0;430;Bladpersille;1.22E-07;0;24;Solsikke;3.91E-06;0;509;Trækvæde;5.42E-07;0;41;Spindhør;3.70E-07;0;278;Permanent lucerne og lucernegræs over 50% lucerne;5.97E-07;0;498;Containerplads 4, vedplanter;8.74E-07;0;509;Trækvæde;6.26E-07;0;660;Persillefrø;1.53E-06;0;220;Vinterbyg, helsæd;3.76E-07;0;400;Asieagurker;2.12E-07;0;570;Humle;1.56E-06;0;657;Grønkålfrø;8.37E-06;0;440;Solhat;4.37E-07;0;997;Ikke kontrolleret afgrød;5.78E-07;0;122;Kommenfrø;1.14E-06;0;519;Blåbær;1.99E-07;0;910;Ikke anmeldt mark;7.86E-06;0;663;Pastinakfrø;5.53E-06;0;278;Permanent lucerne og lucernegræs over 50% lucerne;5.00E-07;0;278;Permanent lucerne og lucernegræs over 50% lucerne;6.50E-08;0;224;Blandkorn, efterårssået helsæd;4.18E-07;0;121;Bælgplanter, frø;1.62E-06;0;910;Ikke anmeldt mark;9.73E-06;0;41;Spindhør;5.94E-07;0;910;Ikke anmeldt mark;1.76E-06;0;449;Medicinpl., stauder ;8.02E-08;0;448;Medicinpl., en- og toårige;2.04E-07;0;224;Blandkorn, efterårssået helsæd;1.62E-05;0;149;Kartofler, lægge- (certificerede);2.84E-06;0;512;Rabarber;2.11E-06;0;502;Blomsterløg;2.80E-07;0;570;Humle;3.70E-07;0;279;Permanent kløvergræs til fabrik;6.31E-07;0
59;122;Kommenfrø;2.8E-05;0.0;708;Grønkorn af vinterhavre;2.44E-07;0;563;Svampe, champignon;7.39E-07;0;122;Kommenfrø;8.92E-07;0;708;Grønkorn af vinterhavre;1.03E-06;0;662;Majroefrø;3.57E-07;0;524;Sødkirsebær uden undervækst af græs;7.44E-06;0;711;Grønkorn af vintertriticale;8.14E-07;0;448;Medicinpl., en- og toårige;1.22E-07;0;582;Pyntegrønt, økologisk jordbrug;3.91E-06;0;277;Kløver til fabrik;5.40E-07;0;998;Ukendt afgrøde;3.70E-07;0;667;Timianfrø;5.97E-07;0;708;Grønkorn af vinterhavre;8.74E-07;0;277;Kløver til fabrik;6.26E-07;0;516;Stikkelsbær;1.53E-06;0;36;Bælgsæd, andre typer til modenhed blanding;3.76E-07;0;656;Bladbedefrø, rødbedefrø;2.12E-07;0;122;Kommenfrø;1.56E-06;0;711;Grønkorn af vintertriticale;8.31E-06;0;50;Anden bredbladet afgrøde;4.17E-07;0;920;Økologisk sommerbra;5.78E-07;0;570;Humle;1.14E-06;0;522;Blomme uden undervækst af græs;1.99E-07;0;665;Havrerodfrø;7.78E-06;0;657;Grønkålfrø;5.45E-06;0;430;Bladpersille;5.00E-07;0;279;Permanent kløvergræs til fabrik;6.50E-08;0;777;Ex-non-food brak;3.98E-07;0;220;Vinterbyg, helsæd;1.62E-06;0;665;Havrerodfrø;7.97E-06;0;998;Ukendt afgrøde;5.94E-07;0;508;Andre af slægten Vaccinium;1.56E-06;0;23;Rybs;8.02E-08;0;282;Fodermarvkål;2.04E-07;0;663;Pastinakfrø;1.60E-05;0;658;Gulerodsfrø;2.82E-06;0;409;Kinakål;2.11E-06;0;516;Stikkelsbær;2.80E-07;0;122;Kommenfrø;3.70E-07;0;278;Permanent lucerne og lucernegræs over 50% lucerne;6.31E-07;0
290;711;Grønkorn af vintertriticale;2.7E-05;0.0;50;Anden bredbladet afgrøde;2.19E-07;0;122;Kommenfrø;7.39E-07;0;711;Grønkorn af vintertriticale;8.85E-07;0;711;Grønkorn af vintertriticale;9.92E-07;0;220;Vinterbyg, helsæd;3.57E-07;0;504;Solbær, stiklingeopformering;7.44E-06;0;498;Containerplads 4, vedplanter;7.42E-07;0;24;Solsikke;1.22E-07;0;501;Stauder;3.91E-06;0;498;Containerplads 4, vedplanter;4.46E-07;0;665;Havrerodfrø;2.85E-07;0;405;Courgette, squash;5.97E-07;0;306;Græs i omdrift, uden udbetaling af økologi-tilskud;8.39E-07;0;498;Containerplads 4, vedplanter;5.05E-07;0;279;Permanent kløvergræs til fabrik;1.53E-06;0;121;Bælgplanter, frø;3.76E-07;0;409;Kinakål;2.12E-07;0;277;Kløver til fabrik;1.45E-06;0;658;Gulerodsfrø;8.29E-06;0;508;Andre af slægten Vaccinium;4.12E-07;0;277;Kløver til fabrik;5.57E-07;0;52;Quinoa;1.09E-06;0.037798609;400;Asieagurker;1.99E-07;0;658;Gulerodsfrø;7.29E-06;0;504;Solbær, stiklingeopformering;4.61E-06;0.099310135;282;Fodermarvkål;5.00E-07;0;527;Hassel;6.50E-08;0;598;Sorrel;3.98E-07;0;36;Bælgsæd, andre typer til modenhed blanding;1.62E-06;0;658;Gulerodsfrø;7.72E-06;0;524;Sødkirsebær uden undervækst af græs;5.59E-07;0.260990677;658;Gulerodsfrø;1.35E-06;0;272;Permanent græs til fabrik;8.02E-08;0;662;Majroefrø;2.04E-07;0;524;Sødkirsebær uden undervækst af græs;1.46E-05;0.021656345;665;Havrerodfrø;2.77E-06;0;402;Bladselleri;2.11E-06;0;667;Timianfrø;2.80E-07;0;711;Grønkorn af vintertriticale;3.45E-07;0;448;Medicinpl., en- og toårige;6.31E-07;0
289;710;Grønkorn af hybridrug;2.7E-05;0.0;711;Grønkorn af vintertriticale;1.97E-07;0;570;Humle;7.39E-07;0;710;Grønkorn af hybridrug;8.33E-07;0;56;Vårtriticale;8.59E-07;0.820877236;527;Hassel;3.57E-07;0;509;Trækvæde;7.44E-06;0;708;Grønkorn af vinterhavre;7.42E-07;0;661;Kørvelfrø;1.22E-07;0;661;Kørvelfrø;3.91E-06;0;708;Grønkorn af vinterhavre;4.46E-07;0;658;Gulerodsfrø;2.36E-07;0;531;Anden træfrugt;5.97E-07;0;711;Grønkorn af vintertriticale;7.73E-07;0;708;Grønkorn af vinterhavre;5.05E-07;0;667;Timianfrø;1.53E-06;0;662;Majroefrø;3.76E-07;0;512;Rabarber;2.12E-07;0;710;Grønkorn af hybridrug;1.44E-06;0;524;Sødkirsebær uden undervækst af græs;8.26E-06;0;498;Containerplads 4, vedplanter;4.00E-07;0;524;Sødkirsebær uden undervækst af græs;5.55E-07;0;704;Grønkorn af vårrug;1.08E-06;0.094496523;409;Kinakål;1.99E-07;0;41;Spindhør;6.70E-06;0;524;Sødkirsebær uden undervækst af græs;4.45E-06;0;448;Medicinpl., en- og toårige;5.00E-07;0;531;Anden træfrugt;6.50E-08;0;350;Miljøgræs med N-kvote;3.16E-07;0;259;Permanent græs, fabrik, over 6 tons;1.62E-06;0;125;Bederoefrø;5.27E-06;0;504;Solbær, stiklingeopformering;5.58E-07;0;125;Bederoefrø;1.22E-06;0;489;Havtorn;7.68E-08;0.266554433;582;Pyntegrønt, økologisk jordbrug;2.04E-07;0;504;Solbær, stiklingeopformering;1.46E-05;0;910;Ikke anmeldt mark;2.63E-06;0;668;Blomsterfrø;2.11E-06;0;416;Rosenkål;2.80E-07;0;434;Grøntsager, andre (friland);3.20E-07;0.138888889;527;Hassel;6.31E-07;0
124;277;Kløver til fabrik;2.6E-05;0.0;440;Solhat;1.97E-07;0;308;MFO-brak, sommerslåning;7.23E-07;0.059364659;277;Kløver til fabrik;8.28E-07;0;306;Græs i omdrift, uden udbetaling af økologi-tilskud;8.44E-07;0;531;Anden træfrugt;3.57E-07;0;657;Grønkålfrø;7.23E-06;0;657;Grønkålfrø;7.02E-07;0;501;Stauder;1.22E-07;0;594;El;3.91E-06;0;665;Havrerodfrø;4.26E-07;0;306;Græs i omdrift, uden udbetaling af økologi-tilskud;2.34E-07;0;527;Hassel;5.97E-07;0;710;Grønkorn af hybridrug;7.21E-07;0;306;Græs i omdrift, uden udbetaling af økologi-tilskud;4.64E-07;0;405;Courgette, squash;1.53E-06;0;527;Hassel;3.76E-07;0;539;Blandet frugt;2.12E-07;0;711;Grønkorn af vintertriticale;1.41E-06;0;504;Solbær, stiklingeopformering;8.26E-06;0;708;Grønkorn af vinterhavre;4.00E-07;0;504;Solbær, stiklingeopformering;5.55E-07;0;308;MFO-brak, sommerslåning;1.08E-06;0.015119444;402;Bladselleri;1.99E-07;0;998;Ukendt afgrøde;6.70E-06;0;509;Trækvæde;4.45E-06;0;24;Solsikke;5.00E-07;0;430;Bladpersille;6.50E-08;0;315;Miljøgræs brugt som udtagning;3.16E-07;0;278;Permanent lucerne og lucernegræs over 50% lucerne;1.62E-06;0;224;Blandkorn, efterårssået helsæd;5.27E-06;0;509;Trækvæde;5.58E-07;0;224;Blandkorn, efterårssået helsæd;1.22E-06;0;711;Grønkorn af vintertriticale;7.63E-08;0;502;Blomsterløg;2.04E-07;0;509;Trækvæde;1.46E-05;0;125;Bederoefrø;2.31E-06;0;660;Persillefrø;2.11E-06;0;405;Courgette, squash;2.80E-07;0;247;Miljøgræs MVJ-tilsagn (0 N), omdrift;3.20E-07;0;531;Anden træfrugt;6.31E-07;0
