"Tablepotatoes.code";"Tablepotatoes.name";"Tablepotatoes.mean";"Gherkin.code";"Gherkin.name";"Gherkin.mean";"Aspargus.code";"Aspargus.name";"Aspargus.mean";"Cauliflower.code";"Cauliflower.name";"Cauliflower.mean";"Broccoli.code";"Broccoli.name";"Broccoli.mean";"Kale.code";"Kale.name";"Kale.mean";"Carrot.code";"Carrot.name";"Carrot.mean";"Whitecabbage.code";"Whitecabbage.name";"Whitecabbage.mean";"Celeriac.code";"Celeriac.name";"Celeriac.mean";"Onions.code";"Onions.name";"Onions.mean";"Parsnip.code";"Parsnip.name";"Parsnip.mean";"Rootparsley.code";"Rootparsley.name";"Rootparsley.mean";"Leek.code";"Leek.name";"Leek.mean";"Beet.code";"Beet.name";"Beet.mean";"Redcabbage.code";"Redcabbage.name";"Redcabbage.mean";"Lettuce.code";"Lettuce.name";"Lettuce.mean";"Savoycabbage.pointedcabbage.code";"Savoycabbage.pointedcabbage.name";"Savoycabbage.pointedcabbage.mean";"Spinach.code";"Spinach.name";"Spinach.mean";"Sweetcorn.code";"Sweetcorn.name";"Sweetcorn.mean";"Peas.code";"Peas.name";"Peas.mean";"Jerusalemartichoke.code";"Jerusalemartichoke.name";"Jerusalemartichoke.mean";"Leafparsley.code";"Leafparsley.name";"Leafparsley.mean";"Pumpkin.code";"Pumpkin.name";"Pumpkin.mean";"Rhubarb.code";"Rhubarb.name";"Rhubarb.mean";"Strawberry.code";"Strawberry.name";"Strawberry.mean";"Blackcurrant.code";"Blackcurrant.name";"Blackcurrant.mean";"Redcurrant.code";"Redcurrant.name";"Redcurrant.mean";"Gooseberry.code";"Gooseberry.name";"Gooseberry.mean";"Raspberry.code";"Raspberry.name";"Raspberry.mean";"Blueberry.code";"Blueberry.name";"Blueberry.mean";"Sourcherry.code";"Sourcherry.name";"Sourcherry.mean";"Plum.code";"Plum.name";"Plum.mean";"Sweetcherry.code";"Sweetcherry.name";"Sweetcherry.mean";"Elder.code";"Elder.name";"Elder.mean";"Hazel.code";"Hazel.name";"Hazel.mean";"Apple.code";"Apple.name";"Apple.mean";"Pear.code";"Pear.name";"Pear.mean";"Winegrape.code";"Winegrape.name";"Winegrape.mean";"Rosehip.code";"Rosehip.name";"Rosehip.mean";"Tomato.code";"Tomato.name";"Tomato.mean";"Cucumber.code";"Cucumber.name";"Cucumber.mean"
"85";310;"Brak, sommerslåning";73.875;NA;NA;NA;108;"Rødsvingelfrø";0.125;4;"Blanding af vårsåede arter";1;409;"Kinakål";0.625;513;"Jordbær";1.375;413;"Rodpersille";21.875;511;"Græskar";2.875;429;"Jordskokker, konsum";0.75;120;"Kløverfrø";19.5;NA;NA;NA;NA;NA;NA;512;"Rabarber";1.5;415;"Porre";3;701;"Grønkorn af vårbyg";1.25;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";1.75;30;"Ærter";2.125;252;"Permanent græs, normalt udbytte";0.125;403;"Blomkål";2.25;310;"Brak, sommerslåning";18.125;511;"Græskar";0.75;NA;NA;NA;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";2.875;NA;NA;NA;107;"Engsvingelfrø";4.5;250;"Permanent græs, meget lavt udbytte";0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;215;"Ærtehelsæd";1.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"43";153;"Kartofler, andre";73.625;NA;NA;NA;181;"Anden oliefrøart";0.125;210;"Vårbyg, helsæd";1;511;"Græskar";0.625;664;"Skorzonerrod/skorzonerrodfrø";1.375;215;"Ærtehelsæd";21.5;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";2.75;150;"Kartofler, lægge- (egen opformering)";0.625;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";14;NA;NA;NA;NA;NA;NA;210;"Vårbyg, helsæd";1;405;"Courgette, squash";2.625;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";1;222;"Vinterrug, helsæd";1.375;17;"Blanding af efterårssåede arter";1.875;666;"Purløgsfrø";0.125;651;"Dildfrø";2.25;500;"Buske og træer Planteskoleplanter";18;434;"Grøntsager, andre (friland)";0.625;NA;NA;NA;160;"Sukkerroer til fabrik";2.5;NA;NA;NA;583;"Juletræer og pyntegrønt på landbrugsjord";4.5;517;"Brombær";0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;255;"Permanent græs, under 50% kløver/lucerne";1.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"71";261;"Kløvergræs, over 50% kløver (omdrift)";69.125;NA;NA;NA;257;"Permanent græs, uden kløver";0.125;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";1;432;"Krydderurter (undtagen persille og purløg)";0.375;424;"Ærter, konsum";0.875;235;"Blanding af vinterkorn, grønkorn";20.875;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";2.625;511;"Græskar";0.625;281;"Kålroer";14;NA;NA;NA;NA;NA;NA;230;"Blanding af vårkorn, grønkorn";0.875;701;"Grønkorn af vårbyg";2.625;424;"Ærter, konsum";1;257;"Permanent græs, uden kløver";1.375;160;"Sukkerroer til fabrik";1.875;NA;NA;NA;16;"Vintertriticale";1.875;263;"Græs uden kløvergræs (omdrift)";17.25;7;"Korn + bælgsæd under 50% bælgsæd";0.5;NA;NA;NA;16;"Vintertriticale";2;NA;NA;NA;151;"Kartofler, stivelses-";4.375;101;"Rajgræsfrø, alm.";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;210;"Vårbyg, helsæd";1.375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"77";267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";66.125;NA;NA;NA;417;"Rødbede";0.125;251;"Permanent græs, lavt udbytte";0.875;234;"Korn og bælgsæd, grønkorn, under 50% bælgsæd";0.125;308;"MFO-brak, sommerslåning";0.75;109;"Rajsvingelfrø";20.25;412;"Pastinak";2.625;281;"Kålroer";0.375;7;"Korn + bælgsæd under 50% bælgsæd";13.875;NA;NA;NA;NA;NA;NA;921;"Bar jord";0.875;56;"Vårtriticale";2.5;528;"Æbler";0.625;424;"Ærter, konsum";1.25;261;"Kløvergræs, over 50% kløver (omdrift)";1.625;NA;NA;NA;281;"Kålroer";1.625;31;"Hestebønner";16.375;250;"Permanent græs, meget lavt udbytte";0.5;NA;NA;NA;181;"Anden oliefrøart";1.75;NA;NA;NA;404;"Broccoli";4.375;160;"Sukkerroer til fabrik";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;536;"Spisedruer";1.375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"56";214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";64.5;NA;NA;NA;420;"Salat (friland)";0.125;402;"Bladselleri";0.75;263;"Græs uden kløvergræs (omdrift)";0.125;400;"Asieagurker";0.75;429;"Jordskokker, konsum";17.125;108;"Rødsvingelfrø";2.5;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.25;434;"Grøntsager, andre (friland)";13.125;NA;NA;NA;NA;NA;NA;266;"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)";0.625;162;"Blanding, andre industriafgr.";2.5;5;"Majs til modenhed";0.5;32;"Sødlupin";1.125;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";1.5;NA;NA;NA;250;"Permanent græs, meget lavt udbytte";1.5;42;"Hamp";16.375;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.5;NA;NA;NA;412;"Pastinak";1.75;NA;NA;NA;210;"Vårbyg, helsæd";4.125;249;"Udnyttet græs ved vandboring";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";1.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"79";270;"Græs til udegrise, omdrift";61.375;NA;NA;NA;500;"Buske og træer Planteskoleplanter";0.125;423;"Sukkermajs";0.75;514;"Solbær";0.125;701;"Grønkorn af vårbyg";0.5;173;"Kløver til slæt";15.25;252;"Permanent græs, normalt udbytte";2.5;407;"Gulerod";0.25;412;"Pastinak";12;NA;NA;NA;NA;NA;NA;516;"Stikkelsbær";0.625;16;"Vintertriticale";2;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";0.375;261;"Kløvergræs, over 50% kløver (omdrift)";1.125;406;"Grønkål";1;NA;NA;NA;13;"Vinterhvede, brødhvede";1.375;107;"Engsvingelfrø";16.375;282;"Fodermarvkål";0.5;NA;NA;NA;429;"Jordskokker, konsum";1.625;NA;NA;NA;518;"Hindbær";4.125;257;"Permanent græs, uden kløver";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";1.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"53";182;"Blanding af oliearter";60;NA;NA;NA;518;"Hindbær";0.125;325;"MFO-Blomsterbrak";0.625;583;"Juletræer og pyntegrønt på landbrugsjord";0.125;310;"Brak, sommerslåning";0.375;116;"Rajgræs, hybrid";14;402;"Bladselleri";2.25;514;"Solbær";0.25;6;"Vårhvede, brødhvede";10.375;NA;NA;NA;NA;NA;NA;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";0.5;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";2;412;"Pastinak";0.25;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";1;325;"MFO-Blomsterbrak";0.75;NA;NA;NA;412;"Pastinak";1.375;420;"Salat (friland)";14.5;328;"MFO-bræmme med blomsterblanding";0.5;NA;NA;NA;701;"Grønkorn af vårbyg";1.625;NA;NA;NA;514;"Solbær";4;265;"Græs/kløvergræs slæt før vårsåede afgrøder";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;518;"Hindbær";1.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"50";173;"Kløver til slæt";50.875;NA;NA;NA;522;"Blomme uden undervækst af græs";0.125;417;"Rødbede";0.5;NA;NA;NA;54;"Bælgsæd blanding";0.25;234;"Korn og bælgsæd, grønkorn, under 50% bælgsæd";13;261;"Kløvergræs, over 50% kløver (omdrift)";1.75;528;"Æbler";0.25;652;"Kinesisk kålfrø";8.625;NA;NA;NA;NA;NA;NA;402;"Bladselleri";0.5;400;"Asieagurker";1.875;263;"Græs uden kløvergræs (omdrift)";0.125;266;"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)";0.5;500;"Buske og træer Planteskoleplanter";0.75;NA;NA;NA;160;"Sukkerroer til fabrik";1.25;450;"Grøntsager, blandinger";14.375;16;"Vintertriticale";0.375;NA;NA;NA;532;"Anden buskfrugt";1.5;NA;NA;NA;529;"Pærer";3.25;340;"Randzoneordning, PD uden udtagningsforpligtigelse";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;583;"Juletræer og pyntegrønt på landbrugsjord";1.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"109";420;"Salat (friland)";45.375;NA;NA;NA;NA;NA;NA;24;"Solsikke";0.375;NA;NA;NA;263;"Græs uden kløvergræs (omdrift)";0.25;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";12;429;"Jordskokker, konsum";1.5;31;"Hestebønner";0.125;56;"Vårtriticale";7.5;NA;NA;NA;NA;NA;NA;400;"Asieagurker";0.375;252;"Permanent græs, normalt udbytte";1.75;308;"MFO-brak, sommerslåning";0.125;500;"Buske og træer Planteskoleplanter";0.5;213;"Blandkorn, vårsået, helsæd";0.625;NA;NA;NA;497;"Planteskolekulturer, vedplanter, til videresalg";1.25;422;"Spinat";14.125;251;"Permanent græs, lavt udbytte";0.375;NA;NA;NA;263;"Græs uden kløvergræs (omdrift)";1.375;NA;NA;NA;515;"Ribs";3.125;401;"Asparges";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;593;"Poppel (0-100 andre træer pr. ha)";1.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"91";400;"Asieagurker";44.375;NA;NA;NA;NA;NA;NA;181;"Anden oliefrøart";0.375;NA;NA;NA;216;"Silomajs";0.125;431;"Purløg";10.625;406;"Grønkål";1.375;120;"Kløverfrø";0.125;308;"MFO-brak, sommerslåning";7.5;NA;NA;NA;NA;NA;NA;32;"Sødlupin";0.25;403;"Blomkål";1.75;320;"Braklagte randzoner";0.125;5;"Majs til modenhed";0.375;310;"Brak, sommerslåning";0.5;NA;NA;NA;547;"Planteskolekulturer, stauder";1.25;405;"Courgette, squash";13.625;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";0.375;NA;NA;NA;52;"Quinoa";1.25;NA;NA;NA;281;"Kålroer";3;417;"Rødbede";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"74";264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";42.75;NA;NA;NA;NA;NA;NA;401;"Asparges";0.375;NA;NA;NA;257;"Permanent græs, uden kløver";0.125;171;"Lucerne, slæt";10.25;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";1.125;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";0.125;230;"Blanding af vårkorn, grønkorn";7;NA;NA;NA;NA;NA;NA;261;"Kløvergræs, over 50% kløver (omdrift)";0.25;52;"Quinoa";1.5;NA;NA;NA;235;"Blanding af vinterkorn, grønkorn";0.125;405;"Courgette, squash";0.375;NA;NA;NA;7;"Korn + bælgsæd under 50% bælgsæd";1.125;503;"En- og to-årige planter";13.375;327;"MFO-bræmme, sommerslåning";0.375;NA;NA;NA;251;"Permanent græs, lavt udbytte";1.25;NA;NA;NA;7;"Korn + bælgsæd under 50% bælgsæd";2.875;503;"En- og to-årige planter";0.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;"Majs til modenhed";0.875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"110";421;"Savoykål, spidskål";35;NA;NA;NA;NA;NA;NA;22;"Vinterraps";0.25;NA;NA;NA;518;"Hindbær";0.125;120;"Kløverfrø";10;30;"Ærter";1;412;"Pastinak";0.125;413;"Rodpersille";5.5;NA;NA;NA;NA;NA;NA;406;"Grønkål";0.25;514;"Solbær";1.375;NA;NA;NA;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";0.125;281;"Kålroer";0.25;NA;NA;NA;502;"Blomsterløg";1.125;181;"Anden oliefrøart";13;210;"Vårbyg, helsæd";0.25;NA;NA;NA;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";1.25;NA;NA;NA;235;"Blanding af vinterkorn, grønkorn";2.875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;270;"Græs til udegrise, omdrift";0.875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"119";434;"Grøntsager, andre (friland)";33;NA;NA;NA;NA;NA;NA;406;"Grønkål";0.25;NA;NA;NA;NA;NA;NA;421;"Savoykål, spidskål";9.875;162;"Blanding, andre industriafgr.";0.875;512;"Rabarber";0.125;433;"Krydderurt";5.5;NA;NA;NA;NA;NA;NA;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";0.125;310;"Brak, sommerslåning";1.25;NA;NA;NA;401;"Asparges";0.125;400;"Asieagurker";0.25;NA;NA;NA;529;"Pærer";1.125;120;"Kløverfrø";10.25;420;"Salat (friland)";0.25;NA;NA;NA;416;"Rosenkål";1.25;NA;NA;NA;308;"MFO-brak, sommerslåning";2.875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;417;"Rødbede";0.875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"20";32;"Sødlupin";30.375;NA;NA;NA;NA;NA;NA;5;"Majs til modenhed";0.125;NA;NA;NA;NA;NA;NA;21;"Vårraps";9.625;280;"Fodersukkerroer";0.75;NA;NA;NA;31;"Hestebønner";5.375;NA;NA;NA;NA;NA;NA;215;"Ærtehelsæd";0.125;402;"Bladselleri";1.125;NA;NA;NA;592;"Pil";0.125;429;"Jordskokker, konsum";0.25;NA;NA;NA;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";1;255;"Permanent græs, under 50% kløver/lucerne";9;430;"Bladpersille";0.25;NA;NA;NA;528;"Æbler";1.125;NA;NA;NA;431;"Purløg";2.875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;257;"Permanent græs, uden kløver";0.75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"61";234;"Korn og bælgsæd, grønkorn, under 50% bælgsæd";30.375;NA;NA;NA;NA;NA;NA;160;"Sukkerroer til fabrik";0.125;NA;NA;NA;NA;NA;NA;424;"Ærter, konsum";8.25;529;"Pærer";0.625;NA;NA;NA;4;"Blanding af vårsåede arter";5.125;NA;NA;NA;NA;NA;NA;251;"Permanent græs, lavt udbytte";0.125;24;"Solsikke";1;NA;NA;NA;NA;NA;NA;518;"Hindbær";0.25;NA;NA;NA;24;"Solsikke";0.875;21;"Vårraps";8.5;583;"Juletræer og pyntegrønt på landbrugsjord";0.25;NA;NA;NA;592;"Pil";1.125;NA;NA;NA;900;"Øvrige afgrøder";2.875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;516;"Stikkelsbær";0.75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"105";415;"Porre";29.5;NA;NA;NA;NA;NA;NA;327;"MFO-bræmme, sommerslåning";0.125;NA;NA;NA;NA;NA;NA;418;"Rødkål";8.125;400;"Asieagurker";0.5;NA;NA;NA;149;"Kartofler, lægge- (certificerede)";4.875;NA;NA;NA;NA;NA;NA;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";0.125;263;"Græs uden kløvergræs (omdrift)";1;NA;NA;NA;NA;NA;NA;250;"Permanent græs, meget lavt udbytte";0.125;NA;NA;NA;261;"Kløvergræs, over 50% kløver (omdrift)";0.75;666;"Purløgsfrø";7.75;17;"Blanding af efterårssåede arter";0.125;NA;NA;NA;250;"Permanent græs, meget lavt udbytte";1;NA;NA;NA;21;"Vårraps";2.75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;361;"Ikke støtteberettiget landbrugsareal";0.625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"156";701;"Grønkorn af vårbyg";29.25;NA;NA;NA;NA;NA;NA;512;"Rabarber";0.125;NA;NA;NA;NA;NA;NA;410;"Knoldselleri";4.875;512;"Rabarber";0.5;NA;NA;NA;310;"Brak, sommerslåning";4.5;NA;NA;NA;NA;NA;NA;401;"Asparges";0.125;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";0.875;NA;NA;NA;NA;NA;NA;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";0.125;NA;NA;NA;429;"Jordskokker, konsum";0.75;547;"Planteskolekulturer, stauder";7.25;22;"Vinterraps";0.125;NA;NA;NA;182;"Blanding af oliearter";0.75;NA;NA;NA;324;"Blomsterbrak";2.75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;530;"Vindrue";0.625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"75";265;"Græs/kløvergræs slæt før vårsåede afgrøder";28.5;NA;NA;NA;NA;NA;NA;667;"Timianfrø";0.125;NA;NA;NA;NA;NA;NA;32;"Sødlupin";3.75;528;"Æbler";0.25;NA;NA;NA;263;"Græs uden kløvergræs (omdrift)";4.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;"Bælgsæd blanding";0.375;NA;NA;NA;NA;NA;NA;308;"MFO-brak, sommerslåning";0.125;NA;NA;NA;32;"Sødlupin";0.5;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";7;24;"Solsikke";0.125;NA;NA;NA;210;"Vårbyg, helsæd";0.625;NA;NA;NA;280;"Fodersukkerroer";2.625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;"Vinterhvede, brødhvede";0.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"131";514;"Solbær";26.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;310;"Brak, sommerslåning";3.5;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";0.125;NA;NA;NA;405;"Courgette, squash";4;NA;NA;NA;NA;NA;NA;NA;NA;NA;181;"Anden oliefrøart";0.375;NA;NA;NA;NA;NA;NA;512;"Rabarber";0.125;NA;NA;NA;120;"Kløverfrø";0.5;415;"Porre";7;109;"Rajsvingelfrø";0.125;NA;NA;NA;431;"Purløg";0.625;NA;NA;NA;406;"Grønkål";2.625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;"Sukkerroer til fabrik";0.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"152";656;"Bladbedefrø, rødbedefrø";19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;511;"Græskar";3.125;655;"Radisefrø (inklusiv olieræddikefrø)";0.125;NA;NA;NA;432;"Krydderurter (undtagen persille og purløg)";4;NA;NA;NA;NA;NA;NA;NA;NA;NA;261;"Kløvergræs, over 50% kløver (omdrift)";0.375;NA;NA;NA;NA;NA;NA;583;"Juletræer og pyntegrønt på landbrugsjord";0.125;NA;NA;NA;325;"MFO-Blomsterbrak";0.375;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";6.875;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";0.125;NA;NA;NA;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";0.5;NA;NA;NA;544;"Snitblomster og snitgrønt";2.375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;515;"Ribs";0.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"48";171;"Lucerne, slæt";18.625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;"Vinterspelt";3;NA;NA;NA;NA;NA;NA;17;"Blanding af efterårssåede arter";3.875;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;"Sukkerroer til fabrik";0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;541;"Agurker";0.375;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";6.625;487;"Skovlandbrug";0.125;NA;NA;NA;308;"MFO-brak, sommerslåning";0.5;NA;NA;NA;579;"Tagetes, sygdomssanerende plante";2.375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21;"Vårraps";0.375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"14";17;"Blanding af efterårssåede arter";18.375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24;"Solsikke";2.75;NA;NA;NA;NA;NA;NA;106;"Hundegræsfrø";3.875;NA;NA;NA;NA;NA;NA;NA;NA;NA;431;"Purløg";0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;210;"Vårbyg, helsæd";0.25;105;"Timothefrø";5.75;539;"Blandet frugt";0.125;NA;NA;NA;448;"Medicinpl., en- og toårige";0.375;NA;NA;NA;222;"Vinterrug, helsæd";2.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;410;"Knoldselleri";0.375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"92";401;"Asparges";17.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;113;"Engrapsgræsfrø (plænetype)";2.75;NA;NA;NA;NA;NA;NA;403;"Blomkål";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;432;"Krydderurter (undtagen persille og purløg)";0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";0.25;497;"Planteskolekulturer, vedplanter, til videresalg";5.25;NA;NA;NA;NA;NA;NA;108;"Rødsvingelfrø";0.25;NA;NA;NA;430;"Bladpersille";2.125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;"Buske og træer Planteskoleplanter";0.375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
